WGS84Latitude,WGS84Longitude,label
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.24024784179687,121.46422655664064,1
31.152319999023433,121.8013490732422,0
31.15534440234375,121.79436903515621,0
31.23657680078125,121.47634383984374,1
31.19580772460938,121.34178046679688,2
31.19464533203125,121.31700383984376,2
31.19464533203125,121.31700383984376,2
31.196654956054694,121.32168424316409,2
31.196654956054694,121.32168424316409,2
31.251279662109376,121.45110493554688,1
31.152319999023433,121.8013490732422,0
31.25051866210937,121.45115893554687,1
31.152319999023433,121.8013490732422,0
31.19464533203125,121.31700383984376,2
31.152319999023433,121.8013490732422,0
31.194960228515626,121.32047429492188,2
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.23666160742188,121.46759476367187,1
31.152319999023433,121.8013490732422,0
31.15353850585937,121.79863458007813,0
31.199627462890625,121.32395397070314,2
31.21825369726563,121.47056552929688,1
31.25055144140625,121.45060771484377,1
31.19620233203125,121.31636283984376,2
31.152319999023433,121.8013490732422,0
31.19464533203125,121.31700383984376,2
31.19464533203125,121.31700383984376,2
31.199627462890625,121.32395397070314,2
31.20095456640625,121.32047307421877,2
31.20095456640625,121.32047307421877,2
31.25051866210937,121.45115893554687,1
31.199224021484376,121.32501952929691,2
31.20095456640625,121.32047307421877,2
31.15388749218749,121.8046980078125,0
31.152319999023433,121.8013490732422,0
31.19622690429688,121.32376997070313,2
31.19562066992188,121.31857217773435,2
31.19499196679688,121.30251535742188,2
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.23487337304688,121.47092352929687,1
31.19581872460938,121.34178746679687,2
31.19581872460938,121.34178746679687,2
31.19581872460938,121.34178746679687,2
31.233235465820307,121.45829029785158,1
31.19464533203125,121.31700383984376,2
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.23585240039062,121.46213867382812,1
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.15038759570313,121.80779655273436,0
31.197712659179693,121.33712884277344,2
31.23882128320313,121.46478499804688,1
31.15259128515625,121.79742591796871,0
31.15259128515625,121.79742591796871,0
31.15259128515625,121.79742591796871,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.19464533203125,121.31700383984376,2
31.22783602148437,121.47515017773438,1
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.19620233203125,121.31636283984376,2
31.152319999023433,121.8013490732422,0
31.15530362304688,121.79574325585935,0
31.15530362304688,121.79574325585935,0
31.23190063476563,121.45742646679687,1
31.15344849218749,121.8049040078125,0
31.15344849218749,121.8049040078125,0
31.154078336914054,121.7994374111328,0
31.197712659179693,121.33712884277344,2
31.19995556640625,121.32047307421877,2
31.19551975976563,121.3098027089844,2
31.152319999023433,121.8013490732422,0
31.16306296093749,121.7961184765625,0
31.251577662109376,121.45170237695316,1
31.24024784179687,121.46422655664064,1
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.1525044921875,121.80470600781251,0
31.1525044921875,121.80470600781251,0
31.19676316601562,121.33973234960942,2
31.240154452148442,121.46429516699223,1
31.153064947265626,121.79987302148436,0
31.19581872460938,121.34178746679687,2
31.19882858007813,121.32716564648442,2
31.155088623046872,121.79569025585936,0
31.152319999023433,121.8013490732422,0
31.194354345703125,121.32288041210936,2
31.19492824218749,121.3260148671875,2
31.153450492187496,121.8049040078125,0
31.237941528320324,121.47447512597657,1
31.237941528320324,121.47447512597657,1
31.152319999023433,121.8013490732422,0
31.23484037304688,121.47080152929688,1
31.15496727148437,121.80447578710935,0
31.15496727148437,121.80447578710935,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.23846768359375,121.47814172265629,1
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.154078336914054,121.7994374111328,0
31.154078336914054,121.7994374111328,0
31.25051866210937,121.45115893554687,1
31.25051866210937,121.45115893554687,1
31.239335787109386,121.48006282617187,1
31.152319999023433,121.8013490732422,0
31.19581872460938,121.34178746679687,2
31.19581872460938,121.34178746679687,2
31.196654956054694,121.32168424316409,2
31.196654956054694,121.32168424316409,2
31.194354345703125,121.32288041210936,2
31.152319999023433,121.8013490732422,0
31.155152233398447,121.79588186621092,0
31.15365683007812,121.80241890429687,0
31.223836697265625,121.47139897070312,1
31.223836697265625,121.47139897070312,1
31.223836697265625,121.47139897070312,1
31.223836697265625,121.47139897070312,1
31.152319999023433,121.8013490732422,0
31.15570723339844,121.79595108691406,0
31.254905517578123,121.46344511523438,1
31.152319999023433,121.8013490732422,0
31.196654956054694,121.32168424316409,2
31.196654956054694,121.32168424316409,2
31.19620233203125,121.31636283984376,2
31.15199550585937,121.79791513867187,0
31.152319999023433,121.8013490732422,0
31.19492824218749,121.3260148671875,2
31.19492824218749,121.3260148671875,2
31.23110178710938,121.47898438476562,1
31.152319999023433,121.8013490732422,0
31.19620233203125,121.31636283984376,2
31.152319999023433,121.8013490732422,0
31.196654956054694,121.32168424316409,2
31.155407233398428,121.79595908691404,0
31.196654956054694,121.32168424316409,2
31.197735114257817,121.34190307714844,2
31.19581872460938,121.34178746679687,2
31.19620233203125,121.31636283984376,2
31.196654956054694,121.32168424316409,2
31.19580772460938,121.34178046679688,2
31.19581872460938,121.34178746679687,2
31.19581872460938,121.34178746679687,2
31.147166167968745,121.79908680078123,0
31.147166167968745,121.79908680078123,0
31.19824866992188,121.31827417773435,2
31.19824866992188,121.31827417773435,2
31.25055144140625,121.45060771484377,1
31.252603662109376,121.45212937695314,1
31.25102415527344,121.45415687011723,1
31.25102415527344,121.45415687011723,1
31.152319999023433,121.8013490732422,0
31.1525044921875,121.80470600781251,0
31.1525044921875,121.80470600781251,0
31.1525044921875,121.80470600781251,0
31.1525044921875,121.80470600781251,0
31.147972037109376,121.80850655273436,0
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.158097778320304,121.80270151464843,0
31.158097778320304,121.80270151464843,0
31.147166167968745,121.79908680078123,0
31.19696411132813,121.31748361914065,2
31.152319999023433,121.8013490732422,0
31.152319999023433,121.8013490732422,0
31.199958618164054,121.31947612597656,2
31.199627462890625,121.32395397070314,2
31.152319999023433,121.8013490732422,0
31.15496727148437,121.80447578710935,0
31.22435090429688,121.47590761914064,1
31.239615787109376,121.48036226757813,1
31.152319999023433,121.8013490732422,0
31.23498971093749,121.4697448671875,1
31.239335787109386,121.48006282617187,1
31.237257397460947,121.48039965722656,1
31.19492824218749,121.3260148671875,2
31.19492824218749,121.3260148671875,2
31.152319999023433,121.8013490732422,0
31.23136625585937,121.47233241210938,1
